State_Name,City,Zip_Code,Lat,Lon,Mean,Median,Stdev
Illinois,Chicago,60641,41.9497086,-87.7521182,75940,58719,63455
Illinois,Chicago,60641,41.942491700000005,-87.7471554,46902,300000,34461
Illinois,Chicago,60651,41.8990614,-87.72131529999999,35975,24711,32123
Illinois,Chicago,60641,41.9587937,-87.7384,50661,38133,41564
Illinois,Chicago,60618,41.9592098,-87.71297320000001,59513,44897,53424
Illinois,Chicago,60618,41.956093,-87.7006348,64793,53497,47435
Illinois,Chicago,60618,41.9502131,-87.7128146,91989,69580,66213
Illinois,Chicago,60641,41.9426994,-87.73100229999999,43094,32965,42559
Illinois,Chicago,60634,41.94912479999999,-87.79682779999999,86812,96508,49906
Illinois,Chicago,60634,41.941294299999996,-87.8307016,81536,60752,65695
Illinois,Chicago,60634,41.94180720000001,-87.7965238,78491,57812,70699
Illinois,Chicago,60634,41.9344789,-87.79867309999999,72673,41893,71322
Illinois,Chicago,60639,41.9349864,-87.7614635,59089,49065,53519
Illinois,Chicago,60622,41.9066403,-87.6895801,81906,65457,65686
Illinois,Chicago,60634,41.9275604,-87.77073709999999,62159,45322,46796
Illinois,Chicago,60639,41.9278186,-87.7513624,48380,48232,24229
Illinois,Chicago,60639,41.9196293,-87.75097629999999,50742,45184,31996
Illinois,Chicago,60641,41.9350552,-87.7376226,59168,39854,47605
Illinois,Chicago,60639,41.9196348,-87.72967890000001,53307,33121,51170
Illinois,Chicago,60647,41.9337846,-87.72205240000001,32739,27415,27573
Illinois,Chicago,60618,41.935702899999995,-87.7038401,62594,39563,58750
Illinois,Chicago,60647,41.928396500000005,-87.70491109999999,74567,300000,54401
Illinois,Chicago,60647,41.9261554,-87.72156509999999,60965,53395,43578
Illinois,Chicago,60647,41.9209604,-87.7152526,64212,46877,54666
Illinois,Chicago,60622,41.8994219,-87.68449,78935,65049,60992
Illinois,Chicago,60647,41.9208013,-87.694532,64969,56667,56422
Illinois,Chicago,60647,41.915638799999996,-87.7044798,66546,52780,51472
Illinois,Chicago,60639,41.911689200000005,-87.7339434,30233,25293,26149
Illinois,Chicago,60651,41.9063229,-87.7215397,37201,27613,26218
Illinois,Chicago,60651,41.8990614,-87.72131529999999,43925,30553,40894
Illinois,Chicago,60622,41.911969799999994,-87.68363409999999,127429,116708,72179
Illinois,Chicago,60622,41.906707,-87.6846858,125702,105312,82406
Illinois,Chicago,60642,41.9067097,-87.6653277,89382,74140,64361
Illinois,Chicago,60622,41.8995065,-87.6796003,95393,76304,65442
Illinois,Chicago,60622,41.897425399999996,-87.69937420000001,53125,24637,60266
Illinois,Chicago,60642,41.8925579,-87.6598479,94705,77648,71305
Illinois,Chicago,60642,41.892478100000005,-87.6647388,80798,300000,57873
Illinois,Chicago,60639,41.9128419,-87.7608408,38356,30217,29287
Illinois,Chicago,60707,41.914618,-87.796796,88413,300000,53983
Illinois,Chicago,60651,41.9058206,-87.7608128,31877,27847,22925
Illinois,Chicago,60651,41.89862479999999,-87.75201120000001,48207,47201,29374
Illinois,Chicago,60644,41.8909574,-87.7701248,42664,37632,27557
Illinois,Chicago,60644,41.8914065,-87.7518037,39472,29372,35759
Illinois,Chicago,60644,41.8838116,-87.7600945,34600,19320,48912
Illinois,Chicago,60644,41.8766958,-87.7521051,14173,10217,15141
Illinois,Chicago,60624,41.8842766,-87.7331362,40859,30316,35264
Illinois,Chicago,60651,41.89862479999999,-87.75201120000001,37623,24155,35593
Illinois,Chicago,60624,41.8710297,-87.7228141,34462,23320,34751
Illinois,Chicago,60607,41.8853007,-87.6428068,125840,116068,72587
Illinois,Chicago,60607,41.86927360000001,-87.6640458,58326,47569,51461
Illinois,Chicago,60623,41.862661100000004,-87.71287459999999,43216,33943,32561
Illinois,Chicago,60623,41.8551613,-87.7322428,60549,59094,44274
Illinois,Chicago,60623,41.8481796,-87.7026993,28943,23449,23003
Illinois,Chicago,60623,41.8424805,-87.71962540000001,25370,19699,14874
Illinois,Chicago,60623,41.8451846,-87.72775920000001,34248,22989,26450
Illinois,Chicago,60608,41.856333,-87.65956369999999,46870,33202,42162
Illinois,Chicago,60602,41.8850409,-87.6209099,90615,62317,78883
Illinois,Chicago,60644,41.873880799999995,-87.7698551,42349,29073,48518
Illinois,Chicago,60605,41.8613456,-87.63053149999999,21649,15307,30724
Illinois,Chicago,60616,41.835567499999996,-87.6065282,50613,44154,28360
Illinois,Chicago,60653,41.820574,-87.6149861,74365,58519,50977
Illinois,Chicago,60615,41.8038481,-87.6211978,34994,22997,29786
Illinois,Chicago,60653,41.805978100000004,-87.5991987,80080,43963,79178
Illinois,Chicago,60637,41.7910414,-87.6231791,37468,28725,36740
Illinois,Chicago,60615,41.798049299999995,-87.5941996,61427,51124,58367
Illinois,Chicago,60637,41.790454499999996,-87.5897011,126270,115856,91058
Illinois,Chicago,60637,41.7830135,-87.6132777,23137,16331,23217
Illinois,Chicago,60649,41.7698532,-87.573953,37066,30544,27832
Illinois,Chicago,60624,41.8770565,-87.7279962,30439,22613,26204
Illinois,Chicago,60649,41.76976129999999,-87.5813509,37493,29810,32053
Illinois,Chicago,60649,41.7643139,-87.58126999999999,37853,30905,32181
Illinois,Chicago,60649,41.7553011,-87.5711843,61910,64828,35978
Illinois,Chicago,60649,41.757208399999996,-87.546555,28485,18310,29397
Illinois,Chicago,60619,41.7482101,-87.61007459999999,41819,30836,36407
Illinois,Chicago,60619,41.7437208,-87.6195427,50178,35939,54624
Illinois,Chicago,60619,41.728669000000004,-87.6090057,50872,38213,48869
Illinois,Chicago,60617,41.7413875,-87.5470102,49093,27327,54491
Illinois,Chicago,60617,41.7444903,-87.5636922,58367,45633,50199
Illinois,Chicago,60617,41.7355805,-87.5492807,18592,12076,16685
Illinois,Chicago,60607,41.8853007,-87.6428068,123240,113157,69503
Illinois,Chicago,60619,41.729194,-87.58797249999999,59990,58915,38569
Illinois,Chicago,60617,41.7276,-87.5590911,41419,35587,30501
Illinois,Chicago,60628,41.7107339,-87.62836170000001,42441,33299,39183
Illinois,Chicago,60628,41.7032801,-87.6153262,37064,28688,30944
Illinois,Chicago,60628,41.6997531,-87.6376994,65862,63084,47542
Illinois,Chicago,60628,41.689123200000004,-87.6168215,25092,18726,25099
Illinois,Chicago,60628,41.689315,-87.60536979999999,44982,32861,35833
Illinois,Chicago,60617,41.7211184,-87.5294325,49372,36691,42523
Illinois,Chicago,60617,41.703008000000004,-87.53070290000001,58671,57545,37137
Illinois,Chicago,60628,41.681561200000004,-87.63239540000001,37589,18475,56142
Illinois,Chicago,60623,41.86241029999999,-87.7324567,31842,20865,29957
Illinois,Chicago,60628,41.674278,-87.632166,41230,28060,37124
Illinois,Chicago,60827,41.650720299999996,-87.5993689,27391,16883,27466
Illinois,Chicago,60633,41.6631813,-87.5359785,56025,300000,43803
Illinois,Chicago,60638,41.8039075,-87.747987,73734,53244,59059
Illinois,Chicago,60638,41.79577020000001,-87.7916514,66024,300000,39468
Illinois,Chicago,60638,41.7885022,-87.79150329999999,69583,43976,64812
Illinois,Chicago,60632,41.8041449,-87.73079090000002,53685,300000,38179
Illinois,Chicago,60632,41.826771799999996,-87.6993478,36150,24750,35795
Illinois,Chicago,60632,41.814561700000006,-87.69931020000001,57527,42559,43807
Illinois,Chicago,60632,41.810219700000005,-87.6866436,37687,30715,26622
Illinois,Chicago,60623,41.8481796,-87.7026993,32302,23908,31968
Illinois,Chicago,60608,41.842259399999996,-87.6554677,48307,32960,45499
Illinois,Chicago,60609,41.8161777,-87.67510209999999,52306,300000,34654
Illinois,Chicago,60609,41.8049362,-87.66730390000001,37676,37671,25330
Illinois,Chicago,60609,41.797599100000006,-87.6719762,35990,300000,25781
Illinois,Chicago,60632,41.7980175,-87.7180257,59370,44760,43974
Illinois,Chicago,60629,41.789638200000006,-87.71816820000001,52306,36765,42893
Illinois,Chicago,60632,41.7972545,-87.6987811,31913,30355,20934
Illinois,Chicago,60629,41.7898114,-87.7083655,63083,51622,42960
Illinois,Chicago,60638,41.7811784,-87.7912474,73740,69108,47992
Illinois,Chicago,60638,41.776411100000004,-87.7519356,52987,47811,35223
